p_sys_id,p_prov_agmt_read_ind,p_pccm_agmt_read_ind,p_req_clm_subm_eff_dt,p_qsp_last_grade_completed_cd,l_hibernate_ver_num,g_aud_add_ts,g_aud_add_user_id,g_aud_ts,g_aud_user_id,p_340b_ind,p_1099_ind,p_svc_area_dstnc_cd,p_pub_prov_ind,p_tp_agmt_read_ind,p_website,p_accept_new,p_telehealth,p_other_accom
1000344,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000345,N,N,,,5,2013-03-28 03:52:06.000000,Provider Conversion,2015-07-27 12:48:27.327000,JMLAGRO,N,Y,,N,N,,,,
1000346,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000347,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2025-11-07 07:36:06.133000,LWICK,N,Y,,N,N,,N,N,
1000348,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-12-05 10:57:09.041000,MLADAMS,N,Y,,N,N,,N,N,
1000349,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000350,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-15 10:28:41.084000,ESTHERSHAHPAR,N,Y,,N,N,,,,
1000351,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-07-20 10:27:46.320000,JMLAGRO,N,Y,,N,N,,,,
1000352,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2025-11-21 16:43:18.619000,KAMELTZER,N,Y,,N,N,,N,N,
1000353,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000354,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000355,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000356,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000357,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000358,N,N,,,8,2013-03-28 03:52:06.000000,Provider Conversion,2025-06-26 06:40:21.119000,HRJOHNSON,N,Y,,N,N,,N,N,
1000359,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2025-12-05 15:17:36.244000,ANDOLL,N,Y,,N,N,https://www.cincinnatichildrens.org,Y,N,
1000360,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000361,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000362,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000363,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-09-28 07:48:20.845000,PEGBROSSART,N,Y,,N,N,,N,N,
1000364,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-12-17 15:02:15.835000,JJUVE,N,Y,,N,N,www.trinityhealth.org,Y,N,
1000365,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-03-11 07:21:58.352000,JMLAGRO,N,Y,,N,N,,,,
1000366,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000367,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-11-21 12:48:30.041000,TOMEYER,N,Y,,N,N,,N,N,
1000368,N,N,,,7,2013-03-28 03:52:06.000000,Provider Conversion,2025-09-05 13:13:32.357000,DEDEMILLS,Y,Y,,N,N,NA,N,N,
1000369,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000370,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2015-07-13 10:21:24.030000,JMLAGRO,N,Y,,N,N,,,,
1000371,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-06-18 10:06:21.915000,JMLAGRO,N,Y,,N,N,,,,
1000372,N,N,,,6,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-07 16:45:24.039000,KAMELTZER,N,Y,,N,N,,N,N,
1000373,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000374,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-08 13:02:51.043000,ESTHERSHAHPAR,N,Y,,N,N,,,,
1000375,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000376,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000377,N,N,,,5,2013-03-28 03:52:06.000000,Provider Conversion,2025-11-11 12:03:24.976000,SHOWES,N,Y,,N,N,,N,N,
1000378,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2025-08-15 12:58:50.300000,RDENNIS,N,Y,,N,N,,N,N,
1000379,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000380,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000381,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000382,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 09:18:37.887000,THENDERSON,N,Y,,N,N,,,,
1000383,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000384,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000385,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-12 13:22:49.021000,CAROLREEVES,N,Y,,N,N,,,,
1000386,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000387,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000388,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-02-24 20:09:57.003000,MMANYGUNS,N,Y,,N,N,,,,
1000389,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-03-30 13:46:52.518000,MMANYGUNS,N,Y,,N,N,,,,
1000390,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000391,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000392,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000393,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000394,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-09-29 11:27:06.936000,PEGBROSSART,N,Y,,N,N,,N,N,
1000395,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000396,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-06-23 13:48:11.561000,ESTHERSHAHPAR,N,Y,,N,N,,,,
1000397,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000398,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-03-26 14:48:19.909000,MMANYGUNS,N,Y,,N,N,,,,
1000399,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-28 12:06:50.522000,DEDEMILLS,N,Y,,N,N,,N,N,
1000400,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000401,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000402,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2015-02-20 08:23:47.629000,JMLAGRO,N,Y,,N,N,,,,
1000403,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000404,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-06-29 13:36:21.464000,ESTHERSHAHPAR,N,Y,,N,N,,,,
1000405,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000406,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000407,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-07-23 13:17:49.413000,USHASHA,N,Y,,N,N,,,,
1000408,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000409,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000410,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 10:36:47.004000,THENDERSON,N,Y,,N,N,,,,
1000411,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 10:39:38.933000,THENDERSON,N,Y,,N,N,,,,
1000412,N,N,,,5,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 09:10:58.914000,THENDERSON,N,Y,,N,N,,,,
1000413,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000414,N,N,,,5,2013-03-28 03:52:06.000000,Provider Conversion,2026-02-10 14:06:51.783000,KAMELTZER,N,Y,,N,N,,N,N,
1000415,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000416,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-12-15 06:06:51.466000,RDENNIS,N,Y,,N,N,,N,N,
1000417,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000418,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-05-04 12:05:31.280000,BRENDAPEREZESCOB,N,Y,,N,N,,,,
1000419,N,N,,,10,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 09:07:52.107000,THENDERSON,N,Y,,N,N,,,,
1000420,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 09:05:46.643000,THENDERSON,N,Y,,N,N,,,,
1000421,N,N,,,4,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 09:11:49.134000,THENDERSON,N,Y,,N,N,,,,
1000422,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2026-01-29 13:57:52.441000,TDGROTH,N,Y,,N,N,,N,N,
1000423,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2026-01-27 09:19:30.613000,TDGROTH,N,Y,,N,N,,N,N,
1000424,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000425,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000426,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000427,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000428,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2025-11-07 07:40:39.647000,LWICK,N,Y,,N,N,,N,N,
1000429,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-07 11:07:50.180000,SHOWES,N,Y,,N,N,,N,N,
1000000,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000001,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000002,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000003,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000004,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2026-02-17 10:17:56.300000,DEDEMILLS,N,Y,,N,N,NA,Y,N,
1000005,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000006,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000007,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000008,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000009,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000010,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000011,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000012,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000013,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000014,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000015,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000016,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000017,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000018,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000019,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000020,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-03-10 12:04:55.428000,MMANYGUNS,N,Y,,N,N,,,,
1000021,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000022,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000023,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-10-02 09:04:46.335000,TDGROTH,N,Y,,N,N,,N,N,
1000024,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000025,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000026,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000027,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000028,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000029,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000030,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000031,N,N,,,7,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-21 10:56:02.917000,THENDERSON,N,Y,,N,N,,,,
1000032,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000033,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000034,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000035,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000036,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000037,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000038,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000039,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000040,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000041,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000042,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000043,N,N,,,5,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-25 11:17:15.421000,ANDOLL,Y,Y,,N,N,sanfordhealth.org,Y,N,
1000044,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000045,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000046,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000047,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000048,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000049,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-20 10:58:02.841000,JMLAGRO,N,Y,,N,N,,,,
1000050,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2015-08-20 10:59:25.680000,JMLAGRO,N,Y,,N,N,,,,
1000051,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000052,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000053,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000054,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000055,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000056,N,N,,,3,2013-03-28 03:52:06.000000,Provider Conversion,2015-06-29 10:27:54.251000,JMLAGRO,N,Y,,N,N,,,,
1000057,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000058,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000059,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000060,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000061,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000062,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000063,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2015-03-18 08:05:33.507000,JMLAGRO,N,Y,,N,N,,,,
1000064,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000065,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000066,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000067,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000068,N,N,,,2,2013-03-28 03:52:06.000000,Provider Conversion,2026-03-27 13:21:38.063000,ANDOLL,Y,Y,,N,N,N/A,Y,Y,
1000069,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-29 05:30:36.675000,DEDEMILLS,N,Y,,N,N,,N,N,
1000070,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-28 10:55:25.797000,DEDEMILLS,N,Y,,N,N,,N,N,
1000071,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000072,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000073,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000074,N,N,,,1,2013-03-28 03:52:06.000000,Provider Conversion,2025-07-09 08:44:08.181000,NICOLERICHTER,N,Y,,N,N,,N,N,
1000075,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000076,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
1000077,N,N,,,0,2013-03-28 03:52:06.000000,Provider Conversion,2013-03-28 03:52:06.000000,Provider Conversion,N,Y,,N,N,,,,
